Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T16:23:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T16:33:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T16:43:05+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T16:53:03+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:03:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:13:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:23:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:33:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:43:00+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T17:53:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:03:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:13:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:23:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:33:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:43:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T18:53:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:03:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:13:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:23:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:33:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:43:02+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T19:53:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:03:02+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:13:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:23:04+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:43:01+05:00;12
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T20:53:02+05:00;10
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:03:02+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:13:04+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:23:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:43:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T21:53:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:03:00+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:13:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:23:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:33:02+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:43:03+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T22:53:08+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:03:00+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:13:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:23:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:43:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-08T23:53:05+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:03:01+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:13:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:23:05+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:33:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:43:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T00:53:03+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:13:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:23:05+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:33:02+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:43:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T01:53:07+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:03:00+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:13:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:23:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:43:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T02:53:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:23:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:33:02+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:43:02+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T03:53:04+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:03:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:23:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:33:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:43:00+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T04:53:01+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:03:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:13:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:23:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:33:02+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:43:02+05:00;0
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T05:53:10+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:03:02+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:13:01+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:23:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:33:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:43:02+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T06:53:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:03:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:23:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:33:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:43:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T07:53:00+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:13:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:23:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:43:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T08:53:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:03:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:23:06+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:33:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:43:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T09:53:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:03:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:13:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:23:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:33:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:43:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T10:53:06+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:03:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:23:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:33:01+05:00;9
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:43:01+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T11:53:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:03:01+05:00;9
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:13:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:23:08+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:33:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:43:01+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-09T12:53:04+05:00;4
