Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T01:33:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T01:43:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T01:53:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:03:01+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:13:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:23:02+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:33:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:43:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T02:53:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:13:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:23:05+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:33:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:43:05+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T03:53:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:03:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:13:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:23:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:33:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:43:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T04:53:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:03:02+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:13:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:23:00+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:33:00+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:43:01+05:00;1
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T05:53:01+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:23:03+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:33:04+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:43:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T06:53:05+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:03:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:13:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:23:02+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:33:00+05:00;3
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:43:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T07:53:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:03:01+05:00;2
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:13:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:23:03+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:33:03+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:43:03+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T08:53:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:03:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:13:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:23:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:33:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:43:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T09:53:02+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:03:00+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:13:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:23:04+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:33:01+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:43:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T10:53:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:03:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:13:03+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:23:03+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:33:02+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:43:06+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T11:53:04+05:00;8
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:03:02+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:13:03+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:23:01+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:33:01+05:00;7
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:43:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2023-01-10T12:53:02+05:00;5
