Series;Time;Value
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-04T19:00:00+05:00;6.166650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-04T21:00:00+05:00;4.33335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-04T23:00:00+05:00;1.6667
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T01:00:00+05:00;1.08335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T03:00:00+05:00;4.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T05:00:00+05:00;2.4166499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T07:00:00+05:00;1.33335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T09:00:00+05:00;2.9166499999999997
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T11:00:00+05:00;7.6667000000000005
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T13:00:00+05:00;9.4167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T15:00:00+05:00;9
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T17:00:00+05:00;6.9167
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T19:00:00+05:00;6
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T21:00:00+05:00;9.91665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-05T23:00:00+05:00;5.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T01:00:00+05:00;5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T03:00:00+05:00;6.166650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T05:00:00+05:00;5.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T07:00:00+05:00;4
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T09:00:00+05:00;51.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T11:00:00+05:00;167.41665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T13:00:00+05:00;106.58335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T15:00:00+05:00;6.25
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T17:00:00+05:00;6.5
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T19:00:00+05:00;7.333349999999999
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T21:00:00+05:00;13
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-06T23:00:00+05:00;3.5833000000000004
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T01:00:00+05:00;5.08335
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T03:00:00+05:00;6.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T05:00:00+05:00;7.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T07:00:00+05:00;9.66665
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T09:00:00+05:00;7.416650000000001
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T11:00:00+05:00;20.75
Общая модель данных V2 (date_op).Vivsd_asoup_v_oper_v2;2022-12-07T13:00:00+05:00;7.3332999999999995
