clock,Free swap space in %,CPU $2 time 0,CPU $2 time 1,CPU $2 time 2,CPU $2 time 3,Processor load (1 min average per core) 4,CPU $2 time 5,CPU $2 time 6,CPU $2 time 7,CPU $2 time 8,CPU $2 time 9,CPU $2 time 10,CPU $2 time 11,CPU $2 time 12,CPU $2 time 13,CPU $2 time 14,Free swap space in % 15,Free inodes on $1 (percentage) 16,Free inodes on $1 (percentage) 17,Free inodes on $1 (percentage) 18,Free disk space on $1 (percentage) 19,Free disk space on $1 (percentage) 20,Free disk space on $1 (percentage) 21,Free inodes on $1 (percentage) 22,Free inodes on $1 (percentage) 23,Free inodes on $1 (percentage) 24,Free disk space on $1 (percentage) 25,Free disk space on $1 (percentage) 26,Free disk space on $1 (percentage) 27,Free disk space on $1 (percentage) 28,Free disk space on $1 (percentage) 29,Free disk space on $1 (percentage) 30,Processor load (1 min average per core) 31,CPU $2 time 32,CPU $2 time 33,CPU $2 time 34,CPU $2 time 35,CPU $2 time 36,CPU $2 time 37,CPU $2 time 38,CPU $2 time 39,CPU $2 time 40,CPU $2 time 41
2022-01-16 06:00:00,96.3379,0.0411,0.0,0.01,0.0,0.0089,0.8134,98.4299,0.0,0.0619,0.0,0.0084,0.0,0.5591,0.9404,0.7006,73.9083,96.7225,99.8723,99.9902,30.9934,75.7859,99.6154,96.6698,99.8723,99.9915,44.5205,75.7859,99.5043,48.2138,75.7859,99.6158,0.283,98.4393,0.0,74.414,0.0,0.1114,0.0,0.251,0.0,1.3779,23.7792
2022-01-16 07:00:00,96.2813,0.0426,0.0,0.0099,0.0,0.0103,0.8177,98.438,0.0,0.0637,0.0,0.0081,0.0,0.5626,0.95,0.7326,73.9083,96.7225,99.8723,99.9902,30.9837,75.7859,99.6154,96.6698,99.8723,99.9915,44.5182,75.7859,99.5043,48.2092,75.7859,99.6158,0.2832,98.4019,0.0,72.504,0.0,0.1582,0.0,0.2519,0.0,1.3963,25.6388
2022-01-16 08:00:00,96.2584,0.0415,0.0,0.0097,0.0,0.0111,0.8162,98.4217,0.0,0.0596,0.0,0.0077,0.0,0.5566,0.9428,0.7021,73.9083,96.7225,99.8723,99.9902,30.9791,75.7859,99.6154,96.6698,99.8723,99.9915,44.516,75.7859,99.5043,48.206,75.7859,99.6158,0.2589,98.4321,0.0,73.9472,0.0,0.0673,0.0,0.3745,0.0,1.6176,24.0255
2022-01-16 09:00:00,96.1931,0.0409,0.0,0.0097,0.0,0.01,0.8139,98.4058,0.0,0.0632,0.0,0.0079,0.0,0.5594,0.9416,0.7118,73.9083,96.7225,99.8723,99.9902,30.9724,75.7859,99.6154,96.6698,99.8723,99.9915,44.5138,75.7859,99.5043,48.2047,75.7859,99.6158,0.2708,98.4255,0.0,75.3787,0.0,0.0784,0.0,0.279,0.0,1.4688,22.8447
2022-01-16 10:00:00,96.2134,0.0412,0.0,0.0102,0.0,0.0127,0.7979,98.468,0.0,0.0593,0.0,0.0078,0.0,0.5525,0.9211,0.6923,73.9083,96.7225,99.8723,99.9902,30.9626,75.7859,99.6154,96.6698,99.8723,99.9915,44.5115,75.7859,99.5043,48.2033,75.7859,99.6158,0.2685,98.4473,0.0,76.577,0.0,0.0748,0.0,0.2285,0.0,1.3397,21.823
2022-01-16 11:00:00,96.2244,0.0415,0.0,0.0105,0.0,0.0131,0.8016,98.0411,0.0,0.295,0.0,0.0102,0.0,0.6393,1.0056,0.6972,73.9083,96.7225,99.8723,99.9902,30.9435,75.7859,99.6154,96.6698,99.8723,99.9915,44.4986,75.7859,99.5043,48.2021,75.7859,99.6158,0.3243,98.4541,0.0,70.8231,0.0,0.3079,0.0,0.3903,0.0,1.5778,26.9763
2022-01-16 12:00:00,96.1613,0.0413,0.0,0.0105,0.0,0.0147,0.8187,97.755,0.0,0.475,0.0,0.0122,0.0,0.6978,1.0675,0.7126,73.9084,96.7225,99.8723,99.9902,30.9305,75.7859,99.6154,96.6697,99.8723,99.9915,44.4833,75.7859,99.5043,48.2074,75.7859,99.6158,0.2988,98.4128,0.0,68.5445,0.0,0.4756,0.0,0.4516,0.0,1.7246,28.8679
2022-01-16 13:00:00,96.1755,0.0432,0.0,0.0109,0.0,0.0156,0.8346,97.9166,0.0,0.3581,0.0,0.011,0.0,0.6605,1.0393,0.7663,73.9084,96.7225,99.8723,99.9902,30.9256,75.7859,99.6154,96.6698,99.8723,99.9915,44.4925,75.7859,99.5043,48.2065,75.7859,99.6158,0.3977,98.3439,0.0,68.2188,0.0,0.3863,0.0,0.4472,0.0,1.7028,29.1938
2022-01-16 14:00:00,96.1909,0.0407,0.0,0.0106,0.0,0.0136,0.8139,97.9811,0.0,0.331,0.0,0.0103,0.0,0.6447,1.0441,0.7282,73.9084,96.7225,99.8723,99.9902,30.9183,75.7859,99.6154,96.6698,99.8723,99.9915,44.4979,75.7859,99.5043,48.2154,75.7859,99.6158,0.3468,98.4094,0.0,68.6201,0.0,0.3651,0.0,0.4243,0.0,1.6634,28.9561
2022-01-16 15:00:00,96.2085,0.04,0.0,0.0109,0.0,0.0165,0.8164,97.943,0.0,0.3467,0.0,0.0108,0.0,0.653,1.0493,0.7225,73.9084,96.7225,99.8723,99.9902,30.9138,75.7859,99.6154,96.6698,99.8723,99.9915,44.5054,75.7859,99.5043,48.214,75.7859,99.6158,0.3899,98.4098,0.0,66.5946,0.0,0.3418,0.0,0.4642,0.0,1.7258,30.8862
2022-01-16 16:00:00,96.2261,0.0415,0.0,0.0105,0.0,0.0161,0.8207,97.7387,0.0,0.4594,0.0,0.0121,0.0,0.6965,1.1011,0.7497,73.9084,96.7225,99.8723,99.9902,30.9083,75.7859,99.6154,96.6698,99.8723,99.9915,44.4947,75.7859,99.5043,48.2126,75.7859,99.6158,0.3897,98.3814,0.0,67.3571,0.0,0.5578,0.0,0.4805,0.0,1.8496,29.7914
2022-01-16 17:00:00,96.2546,0.041,0.0,0.0105,0.0,0.0173,0.8041,97.8004,0.0,0.445,0.0,0.0109,0.0,0.686,1.0857,0.7041,73.9084,96.7225,99.8723,99.9902,30.8628,75.7859,99.6154,96.6698,99.8723,99.9915,44.491,75.7859,99.5043,48.2113,75.7859,99.6158,0.4247,98.433,0.0,62.0024,0.0,0.4125,0.0,0.6444,0.0,2.3433,34.6248
2022-01-16 18:00:00,96.2135,0.0405,0.0,0.01,0.0,0.0141,0.8127,97.9439,0.0,0.3829,0.0,0.0112,0.0,0.6631,0.9778,0.6948,73.9084,96.7225,99.8723,99.9902,30.7648,75.7859,99.6154,96.6698,99.8723,99.9915,44.493,75.7859,99.5043,48.2099,75.7859,99.6158,0.4458,98.4455,0.0,61.4028,0.0,0.3752,0.0,0.6953,0.0,2.3976,35.0346
2022-01-16 19:00:00,96.255,0.0415,0.0,0.0105,0.0,0.0151,0.8301,97.8235,0.0,0.3896,0.0,0.0141,0.0,0.7428,1.0105,0.8742,73.9085,96.7225,99.8723,99.9902,30.7049,75.7859,99.6154,96.6698,99.8723,99.9915,44.498,75.7859,99.5043,48.2072,75.7859,99.6158,0.3374,98.2386,0.0,67.4362,0.0,0.39,0.0,0.619,0.0,1.9998,29.6406
2022-01-16 20:00:00,96.27,0.0398,0.0,0.0103,0.0,0.0166,0.8514,97.9039,0.0,0.3706,0.0,0.0126,0.0,0.7031,1.0272,0.7069,73.9085,96.7225,99.8723,99.9902,30.6944,75.7859,99.6154,96.6698,99.8723,99.9915,44.4948,75.7859,99.5043,48.2053,75.7859,99.6158,0.3569,98.3945,0.0,69.4849,0.0,0.3329,0.0,0.4322,0.0,1.6847,27.9042
2022-01-16 21:00:00,96.27,0.0417,0.0,0.0099,0.0,0.01,0.8289,98.2326,0.0,0.2098,0.0,0.009,0.0,0.6106,0.9373,0.6938,73.9085,96.7221,99.8723,99.9902,30.6911,75.7859,99.6154,96.6698,99.8723,99.9915,44.4992,75.7859,99.5043,48.2072,75.7859,99.6158,0.3317,98.4216,0.0,71.1171,0.0,0.1979,0.0,0.3551,0.0,1.5151,26.8415
2022-01-16 22:00:00,96.2262,0.0416,0.0,0.0096,0.0,0.0084,0.8286,98.4897,0.0,0.0644,0.0,0.0075,0.0,0.5539,0.8909,0.6807,73.9085,96.7222,99.8723,99.9902,30.6964,75.7859,99.6154,96.6698,99.8723,99.9915,44.511,75.7859,99.5043,48.2058,75.7859,99.6158,0.2705,98.4391,0.0,74.3309,0.0,0.081,0.0,0.241,0.0,1.387,23.919
2022-01-16 23:00:00,96.2473,0.0404,0.0,0.0098,0.0,0.0091,0.8212,98.4642,0.0,0.0629,0.0,0.0075,0.0,0.5543,0.8862,0.6801,73.9086,96.7222,99.8723,99.9902,30.6918,75.7859,99.6154,96.6698,99.8723,99.9915,44.5102,75.7859,99.5043,48.2044,75.7859,99.6158,0.2999,98.4468,0.0,73.6199,0.0,0.0702,0.0,0.2601,0.0,1.3651,24.6822
2022-01-17 00:00:00,96.2242,0.0412,0.0024,0.0096,0.0,0.0115,0.8238,98.4946,0.0,0.071,0.0023,0.0078,0.0,0.5581,0.8821,0.6606,73.9086,96.7222,99.8723,99.9902,30.6823,75.7859,99.6154,96.6698,99.8723,99.9915,44.5077,75.7859,99.5043,48.2031,75.7859,99.6158,0.2939,98.4632,0.0,74.6951,0.0,0.0834,0.0024,0.4277,0.0,1.6319,23.2086
2022-01-17 01:00:00,96.171,0.0416,0.0,0.01,0.0,0.0093,0.8394,98.4417,0.0,0.0706,0.0,0.0076,0.0,0.5589,0.916,0.7281,73.9086,96.7222,99.8723,99.9902,30.6731,75.7859,99.6154,96.6698,99.8723,99.9915,44.5052,75.7859,99.5043,48.2006,75.7859,99.6158,0.2976,98.3795,0.0,70.3428,0.0,0.1173,0.0,0.4101,0.0,1.8027,27.3273
2022-01-17 02:00:00,96.1243,0.0402,0.0,0.0099,0.0,0.0078,0.8442,98.4248,0.0,0.0698,0.0,0.0081,0.0,0.5586,0.9424,0.7075,73.9086,96.7222,99.8723,99.9902,30.6637,75.7859,99.6154,96.6698,99.8723,99.9915,44.5026,75.7859,99.5043,48.1981,75.7859,99.6158,0.3058,98.401,0.0,71.7629,0.0,0.1013,0.0,0.3925,0.0,1.7434,25.9223
2022-01-17 03:00:00,96.0629,0.0407,0.0,0.0106,0.0,0.0122,0.8239,98.3512,0.0,0.0855,0.0,0.0086,0.0,0.5688,0.9716,0.705,73.9086,96.7222,99.8723,99.9902,30.6535,75.7859,99.6154,96.6698,99.8723,99.9915,44.499,75.7859,99.5043,48.1966,75.7859,99.6158,0.3193,98.419,0.0,72.2568,0.0,0.1181,0.0,0.3284,0.0,1.5025,25.858
2022-01-17 04:00:00,96.1017,0.041,0.0,0.0108,0.0,0.0129,0.8226,98.3396,0.0,0.0949,0.0,0.0085,0.0,0.5755,0.9686,0.7353,73.9086,96.7222,99.8723,99.9902,30.644,75.7859,99.6154,96.6698,99.8723,99.9915,44.4996,75.7859,99.5043,48.193,75.7859,99.6158,0.3046,98.3923,0.0,71.6438,0.0,0.1374,0.0,0.3464,0.0,1.5134,26.4011
2022-01-17 05:00:00,96.1594,0.0394,0.0,0.0105,0.0,0.0134,0.8298,98.2895,0.0,0.1049,0.0,0.0096,0.0,0.5845,1.0258,0.7342,73.9086,96.7222,99.8723,99.9902,30.6353,75.7859,99.6154,96.6698,99.8723,99.9915,44.4964,75.7859,99.5043,48.1905,75.7859,99.6158,0.3496,98.3824,0.0,66.727,0.0,0.1114,0.0,0.4584,0.0,1.6723,31.008
2022-01-17 06:00:00,96.163,0.04,0.0,0.0109,0.0,0.0114,0.8256,98.2916,0.0,0.0961,0.0,0.0097,0.0,0.5817,1.0323,0.7328,73.9087,96.7222,99.8723,99.9902,30.6351,75.7859,99.6154,96.6698,99.8723,99.9915,44.4956,75.7859,99.5043,48.189,75.7859,99.6158,0.4065,98.3821,0.0,64.0394,0.0,0.0982,0.0,0.5699,0.0,1.7762,33.4508
2022-01-17 07:00:00,96.1718,0.0404,0.0,0.0109,0.0,0.0144,0.8283,97.9774,0.0,0.1957,0.0,0.0106,0.0,0.6091,1.2021,0.7414,73.9087,96.7222,99.8723,99.9902,30.6247,75.7859,99.6154,96.6698,99.8723,99.9915,44.493,75.7859,99.5043,48.1874,75.7859,99.6158,0.4114,98.3827,0.0,62.8988,0.0,0.1747,0.0,0.5808,0.0,1.8307,34.6105
2022-01-17 08:00:00,96.1867,0.0398,0.0,0.0106,0.0,0.0121,0.823,98.3094,0.0,0.1107,0.0,0.009,0.0,0.5774,1.0028,0.7383,73.9087,96.7222,99.8723,99.9902,30.6135,75.7859,99.6154,96.6698,99.8723,99.9915,44.4879,75.7859,99.5043,48.1858,75.7859,99.6158,0.3872,98.3839,0.0,65.7754,0.0,0.1352,0.0,0.5351,0.0,1.7478,31.7479
2022-01-17 09:00:00,96.1989,0.0399,0.0,0.0107,0.0,0.0075,0.8225,98.3814,0.0,0.0724,0.0,0.0084,0.0,0.5644,0.963,0.7216,73.9087,96.7222,99.8723,99.9902,30.6079,75.7859,99.6154,96.6698,99.8723,99.9915,44.4919,75.7859,99.5043,48.1843,75.7859,99.6158,0.3315,98.4068,0.0,67.1632,0.0,0.0713,0.0,0.5752,0.0,1.9265,30.2341
2022-01-17 10:00:00,96.2027,0.0398,0.0,0.0106,0.0,0.0121,0.8218,98.3795,0.0,0.0803,0.0,0.0085,0.0,0.5688,0.9695,0.7078,73.9087,96.7222,99.8723,99.9902,30.6006,75.7859,99.6154,96.6698,99.8723,99.9915,44.4895,75.7859,99.5043,48.1829,75.7859,99.6158,0.334,98.4184,0.0,67.9415,0.0,0.078,0.0,0.4908,0.0,1.7586,29.7124
2022-01-17 11:00:00,96.2077,0.0411,0.0,0.0117,0.0,0.0182,0.8354,97.8717,0.0,0.374,0.0,0.0107,0.0,0.6532,1.0872,0.7784,73.9087,96.7221,99.8723,99.9902,30.5841,75.7859,99.6154,96.6698,99.8723,99.9915,44.4739,75.7859,99.5043,48.1765,75.7859,99.6158,0.4356,98.3349,0.0,61.5363,0.0,0.3019,0.0,0.6493,0.0,1.9109,35.5981
2022-01-17 12:00:00,96.2019,0.0411,0.0,0.011,0.0,0.0208,0.8088,97.6473,0.0,0.5165,0.0,0.0129,0.0,0.7082,1.0984,0.7239,73.9088,96.7221,99.8723,99.9902,30.5718,75.7859,99.6154,96.6697,99.8723,99.9915,44.4544,75.7859,99.5043,48.1749,75.7859,99.6158,0.4296,98.3983,0.0,61.7276,0.0,0.4362,0.0,0.6227,0.0,1.9069,35.3264
2022-01-17 13:00:00,96.2043,0.0434,0.0,0.0111,0.0,0.0129,0.8323,97.8208,0.0,0.4075,0.0,0.0118,0.0,0.6696,1.0759,0.7704,73.9088,96.7221,99.8723,99.9902,30.5633,75.7859,99.6154,96.6697,99.8723,99.9915,44.4686,75.7859,99.5043,48.1783,75.7859,99.6158,0.4429,98.3507,0.0,61.4721,0.0,0.3295,0.0,0.606,0.0,1.8577,35.7977
2022-01-17 14:00:00,96.2282,0.04,0.0,0.0106,0.0,0.0166,0.846,97.9159,0.0,0.3581,0.0,0.0106,0.0,0.6521,1.0856,0.7736,73.9088,96.7221,99.8723,99.9902,30.5619,75.7859,99.6154,96.6698,99.8723,99.9915,44.4684,75.7859,99.5043,48.1828,75.7859,99.6158,0.3852,98.3207,0.0,63.2902,0.0,0.3097,0.0,0.5079,0.0,1.7367,33.9942
2022-01-17 15:00:00,96.2152,0.0398,0.0,0.0104,0.0,0.0164,0.8338,97.9115,0.0,0.3377,0.0,0.0105,0.0,0.6466,1.101,0.7752,73.9089,96.7221,99.8723,99.9902,30.5558,75.7859,99.6154,96.6698,99.8723,99.9915,44.4654,75.7859,99.5043,48.1815,75.7859,99.6158,0.3388,98.3401,0.0,66.1186,0.0,0.3043,0.0,0.4664,0.0,1.6436,31.4662
2022-01-17 16:00:00,96.2114,0.0401,0.0,0.0109,0.0,0.0166,0.8365,97.6815,0.0,0.4805,0.0,0.0125,0.0,0.6958,1.1252,0.7923,73.9089,96.7221,99.8723,99.9902,30.545,75.7859,99.6154,96.6698,99.8723,99.9915,44.4631,75.7859,99.5043,48.1787,75.7859,99.6158,0.299,98.3153,0.0,68.3762,0.0,0.4293,0.0,0.4598,0.0,1.6741,29.1159
2022-01-17 17:00:00,96.2317,0.0399,0.0,0.0108,0.0,0.0159,0.8632,97.771,0.0,0.4747,0.0,0.0112,0.0,0.6896,1.0652,0.796,73.9089,96.7221,99.8723,99.9902,30.489,75.7859,99.6154,96.6698,99.8723,99.9915,44.4635,75.7859,99.5043,48.1758,75.7859,99.6158,0.407,98.2863,0.0,62.826,0.0,0.4052,0.0,0.6381,0.0,2.3299,33.8657
2022-01-17 18:00:00,96.2096,0.0399,0.0,0.0104,0.0,0.0172,0.8269,97.9171,0.0,0.3916,0.0,0.0106,0.0,0.6684,1.0103,0.7222,73.9089,96.7221,99.8723,99.9902,30.3983,75.7859,99.6154,96.6698,99.8723,99.9915,44.4606,75.7859,99.5043,48.1744,75.7859,99.6158,0.4414,98.4012,0.0,60.985,0.0,0.3434,0.0,0.7497,0.0,2.4785,35.5682
2022-01-17 19:00:00,96.1947,0.0424,0.0,0.0108,0.0,0.0209,0.8334,97.8943,0.0,0.418,0.0,0.0109,0.0,0.6699,1.0138,0.7353,73.9089,96.7221,99.8723,99.9902,30.3404,75.7859,99.6154,96.6697,99.8723,99.9915,44.4556,75.7859,99.5043,48.1717,75.7859,99.6158,0.3904,98.3775,0.0,65.4091,0.0,0.4056,0.0,0.6732,0.0,2.2284,31.3025
2022-01-17 20:00:00,96.2085,0.0396,0.0,0.0105,0.0,0.0132,0.8353,97.9559,0.0,0.3847,0.0,0.0103,0.0,0.661,0.9813,0.715,73.909,96.7221,99.8723,99.9902,30.3264,75.7859,99.6154,96.6697,99.8723,99.9915,44.4553,75.7859,99.5043,48.1674,75.7859,99.6158,0.2991,98.3963,0.0,70.3583,0.0,0.3538,0.0,0.4118,0.0,1.6658,27.1921
2022-01-17 21:00:00,96.1975,0.0414,0.0,0.0103,0.0,0.0117,0.8413,98.1949,0.0,0.1905,0.0,0.0104,0.0,0.6298,0.9485,0.7202,73.909,96.7218,99.8723,99.9902,30.3254,75.7859,99.6154,96.6697,99.8723,99.9915,44.4669,75.7859,99.5043,48.1693,75.7859,99.6158,0.3005,98.3812,0.0,71.9104,0.0,0.1861,0.0,0.3487,0.0,1.4915,25.9924
2022-01-17 22:00:00,96.2142,0.0406,0.0,0.0094,0.0,0.0089,0.8262,98.5424,0.0,0.0564,0.0,0.0071,0.0,0.5548,0.8665,0.6901,73.909,96.7218,99.8723,99.9902,30.3275,75.7859,99.6154,96.6698,99.8723,99.9915,44.4803,75.7859,99.5043,48.1682,75.7859,99.6158,0.2517,98.4308,0.0,75.0597,0.0,0.0599,0.0,0.2401,0.0,1.352,23.2619
2022-01-17 23:00:00,96.2184,0.0401,0.0,0.0102,0.0,0.008,0.8352,98.4757,0.0,0.0656,0.0,0.0078,0.0,0.5598,0.8969,0.7047,73.909,96.7218,99.8723,99.9902,30.3221,75.7859,99.6154,96.6698,99.8723,99.9915,44.4797,75.7859,99.5043,48.1669,75.7859,99.6158,0.2833,98.4057,0.0,72.3269,0.0,0.0673,0.0,0.3356,0.0,1.5087,25.8776
2022-01-18 00:00:00,96.2261,0.0402,0.0024,0.0097,0.0,0.0114,0.8336,98.4383,0.0,0.0861,0.0023,0.0084,0.0,0.5755,0.8857,0.6924,73.909,96.7218,99.8723,99.9902,30.3117,75.7859,99.6154,96.6698,99.8723,99.9915,44.4767,75.7859,99.5043,48.1656,75.7859,99.6158,0.2908,98.4261,0.0,73.4459,0.0,0.0794,0.0023,0.4226,0.0,1.7106,24.3869
2022-01-18 01:00:00,96.2379,0.0408,0.0,0.0097,0.0,0.0096,0.8439,98.4076,0.0,0.07,0.0,0.0082,0.0,0.5616,0.9456,0.7446,73.909,96.7218,99.8723,99.9902,30.3072,75.7859,99.6154,96.6698,99.8723,99.9915,44.4781,75.7859,99.5043,48.163,75.7859,99.6158,0.3562,98.3677,0.0,67.9793,0.0,0.0674,0.0,0.4279,0.0,1.7844,29.6607
2022-01-18 02:00:00,96.2402,0.0407,0.0,0.0098,0.0,0.0089,0.8527,98.4231,0.0,0.0665,0.0,0.0083,0.0,0.5622,0.9409,0.7369,73.909,96.7218,99.8723,99.9902,30.3008,75.7859,99.6154,96.6698,99.8723,99.9915,44.4763,75.7859,99.5043,48.1607,75.7859,99.6158,0.2817,98.3551,0.0,72.4989,0.0,0.0687,0.0,0.3398,0.0,1.584,25.583
2022-01-18 03:00:00,96.2415,0.0412,0.0,0.0097,0.0,0.0085,0.8655,98.4044,0.0,0.0689,0.0,0.0086,0.0,0.5637,0.9532,0.7583,73.9091,96.7218,99.8723,99.9902,30.2906,75.7859,99.6154,96.6698,99.8723,99.9915,44.4738,75.7859,99.5043,48.1592,75.7859,99.6158,0.3408,98.3247,0.0,72.5114,0.0,0.0654,0.0,0.312,0.0,1.4652,25.6123
2022-01-18 04:00:00,96.241,0.0402,0.0,0.0103,0.0,0.014,0.8676,98.3739,0.0,0.0689,0.0,0.009,0.0,0.5668,0.9761,0.7719,73.9091,96.7218,99.8723,99.9902,30.2818,75.7859,99.6154,96.6698,99.8723,99.9915,44.4711,75.7859,99.5043,48.1557,75.7859,99.6158,0.2844,98.3141,0.0,71.0262,0.0,0.0728,0.0,0.3364,0.0,1.522,27.1292
2022-01-18 05:00:00,96.1934,0.04,0.0,0.0094,0.0,0.0111,0.8736,98.3035,0.0,0.0927,0.0,0.0096,0.0,0.5748,1.0217,0.765,73.9091,96.7217,99.8723,99.9902,30.2699,75.7859,99.6154,96.6698,99.8723,99.9915,44.4676,75.7859,99.5043,48.1533,75.7859,99.6158,0.3253,98.3182,0.0,66.0457,0.0,0.1773,0.0,0.4051,0.0,1.6146,31.7593
2022-01-18 06:00:00,96.1647,0.0406,0.0,0.0103,0.0,0.0097,0.8673,98.3065,0.0,0.0912,0.0,0.0101,0.0,0.5712,1.0127,0.7813,73.9091,96.7218,99.8723,99.9902,30.2637,75.7859,99.6154,96.6698,99.8723,99.9915,44.4703,75.7859,99.5043,48.1533,75.7859,99.6158,0.38,98.3066,0.0,64.8723,0.0,0.1252,0.0,0.4977,0.0,1.7765,32.6878
2022-01-18 07:00:00,96.1402,0.0426,0.0,0.0111,0.0,0.0137,0.8625,98.2657,0.0,0.1307,0.0,0.0097,0.0,0.5924,0.9924,0.7805,73.9092,96.7218,99.8723,99.9902,30.2608,75.7859,99.6154,96.6698,99.8723,99.9915,44.4633,75.7859,99.5043,48.161,75.7859,99.6158,0.4472,98.3143,0.0,64.8768,0.0,0.1427,0.0,0.4865,0.0,1.7923,32.7398
2022-01-18 08:00:00,96.1479,0.0398,0.0,0.0105,0.0,0.0099,0.8303,98.1829,0.0,0.1565,0.0,0.0094,0.0,0.6035,1.0432,0.7379,73.9092,96.7217,99.8723,99.9902,30.2491,75.7859,99.6154,96.6697,99.8723,99.9915,44.4596,75.7859,99.5043,48.1693,75.7859,99.6158,0.3821,98.3832,0.0,65.5809,0.0,0.1591,0.0,0.5415,0.0,1.8292,31.896
2022-01-18 09:00:00,96.151,0.0397,0.0,0.0101,0.0,0.0108,0.8243,98.3658,0.0,0.0736,0.0,0.0083,0.0,0.5624,0.9864,0.7138,73.9092,96.7218,99.8723,99.9902,30.2497,75.7859,99.6154,96.6698,99.8723,99.9915,44.4616,75.7859,99.5043,48.1679,75.7859,99.6158,0.3706,98.4123,0.0,67.6642,0.0,0.0713,0.0,0.5005,0.0,1.8747,29.8591
2022-01-18 10:00:00,96.1561,0.0401,0.0,0.0104,0.0,0.0095,0.8368,98.3791,0.0,0.0859,0.0,0.009,0.0,0.5652,0.9518,0.7154,73.9092,96.7218,99.8723,99.9902,30.244,75.7859,99.6154,96.6698,99.8723,99.9915,44.4583,75.7859,99.5043,48.1666,75.7859,99.6158,0.3052,98.3978,0.0,70.2385,0.0,0.078,0.0,0.4097,0.0,1.6118,27.742
2022-01-18 11:00:00,96.1644,0.0418,0.0,0.0119,0.0,0.019,0.8288,97.5044,0.0,0.4555,0.0,0.0128,0.0,0.7148,1.3547,0.7474,73.9092,96.7217,99.8723,99.9902,30.2168,75.7859,99.6154,96.6697,99.8723,99.9915,44.4469,75.7859,99.5043,48.1547,75.7859,99.6158,0.4599,98.3646,0.0,59.7083,0.0,0.4094,0.0,0.6557,0.0,2.0771,37.0913
2022-01-18 12:00:00,96.1568,0.0401,0.0,0.0108,0.0,0.0151,0.8726,97.7866,0.0,0.4539,0.0,0.0126,0.0,0.6736,1.073,0.8053,73.9092,96.7217,99.8723,99.9902,30.1961,75.7859,99.6154,96.6697,99.8723,99.9915,44.4387,75.7859,99.5043,48.1473,75.7859,99.6158,0.4171,98.2693,0.0,60.2696,0.0,0.3977,0.0,0.6599,0.0,2.0155,36.6701
2022-01-18 13:00:00,96.1626,0.0418,0.0,0.0112,0.0,0.0158,0.9023,97.5459,0.0,0.5945,0.0,0.0127,0.0,0.714,1.1117,0.8529,73.9092,96.7217,99.8723,99.9902,30.1857,75.7859,99.6154,96.6697,99.8723,99.9915,44.4217,75.7859,99.5043,48.1506,75.7859,99.6158,0.4346,98.1974,0.0,59.7813,0.0,0.501,0.0,0.6674,0.0,1.9983,36.9511
2022-01-18 14:00:00,96.1633,0.0401,0.0,0.0111,0.0,0.017,0.8685,97.6931,0.0,0.3685,0.0,0.0137,0.0,0.7716,1.1374,0.788,73.9093,96.7217,99.8723,99.9902,30.1872,75.7859,99.6154,96.6697,99.8723,99.9915,44.4306,75.7859,99.5043,48.1534,75.7859,99.6158,0.3928,98.2915,0.0,65.595,0.0,0.3271,0.0,0.4846,0.0,1.6823,32.0268
2022-01-18 15:00:00,96.1584,0.0397,0.0,0.0105,0.0,0.0168,0.8407,97.6448,0.0,0.3651,0.0,0.0133,0.0,0.7913,1.1842,0.7647,73.9093,96.7217,99.8723,99.9902,30.1774,75.7859,99.6154,96.6697,99.8723,99.9915,44.439,75.7859,99.5043,48.1519,75.7859,99.6158,0.3824,98.337,0.0,65.902,0.0,0.3275,0.0,0.4704,0.0,1.6505,31.6107
2022-01-18 16:00:00,96.1682,0.0402,0.0,0.0109,0.0,0.0222,0.8401,97.5774,0.0,0.4833,0.0,0.0134,0.0,0.7517,1.1776,0.7898,73.9093,96.7217,99.8723,99.9902,30.1727,75.7859,99.6154,96.6697,99.8723,99.9915,44.4377,75.7859,99.5043,48.151,75.7859,99.6158,0.3671,98.3135,0.0,67.7679,0.0,0.4497,0.0,0.4507,0.0,1.6872,29.6568
2022-01-18 17:00:00,96.1581,0.0405,0.0,0.0106,0.0,0.0151,0.8264,97.7001,0.0,0.4851,0.0,0.0116,0.0,0.7032,1.1105,0.7391,73.9093,96.7217,99.8723,99.9902,30.1323,75.7859,99.6154,96.6697,99.8723,99.9915,44.4363,75.7859,99.5043,48.15,75.7859,99.6158,0.4175,98.3854,0.0,62.2272,0.0,0.4577,0.0,0.6409,0.0,2.2883,34.4185
2022-01-18 18:00:00,96.1721,0.0395,0.0,0.0101,0.0,0.0161,0.8209,97.8754,0.0,0.396,0.0,0.011,0.0,0.673,1.0438,0.7195,73.9094,96.7217,99.8723,99.9902,30.0346,75.7859,99.6154,96.6697,99.8723,99.9915,44.4387,75.7859,99.5043,48.1488,75.7859,99.6158,0.4175,98.4135,0.0,61.9906,0.0,0.353,0.0,0.6544,0.0,2.3502,34.6513
